Id,SalePrice
1461,137800.47169604065
1462,177236.08582115488
1463,206758.3160817884
1464,196963.0060724189
1465,154280.05955901922
1466,181320.9649612718
1467,151940.2378598055
1468,166842.27956181963
1469,148230.16476606735
1470,118277.71090302835
1471,167703.15672095443
1472,97456.9877816466
1473,94034.54756725072
1474,150181.95348421947
1475,114405.68531029971
1476,333256.79895065754
1477,187385.9048763982
1478,247839.6410742946
1479,196216.12756084796
1480,393289.7073230547
1481,266296.4975018962
1482,158858.39631605023
1483,158443.4491027686
1484,139321.68040367108
1485,173935.36299488318
1486,173227.9733613868
1487,332552.8402337065
1488,173712.47548670566
1489,167779.96103068636
1490,183184.05244818592
1491,177381.77502919838
1492,102150.7420888002
1493,208766.27472637873
1494,295030.16371276707
1495,244090.22024039616
1496,190816.76431151762
1497,157614.86841026918
1498,144547.82535339706
1499,135396.6615894572
1500,141321.2826615806
1501,169823.29496277464
1502,133604.32449469878
1503,262930.7371566099
1504,194431.87334394996
1505,175379.63881915458
1506,162575.53860769735
1507,261746.75550260892
1508,201811.39220026898
1509,160128.3692400109
1510,135791.5825090467
1511,134163.64783099477
1512,150906.0554653333
1513,161970.08151257323
1514,196666.22067021072
1515,219148.1388170163
1516,184726.67976790213
1517,146446.39138423346
1518,138497.41225967853
1519,176852.61258319503
1520,125534.43083006497
1521,145584.97044247927
1522,173998.96285199694
1523,106510.26457148195
1524,122183.81431143731
1525,134388.24446341384
1526,138934.29847653018
1527,106516.55590298584
1528,144494.961778944
1529,149347.47367293146
1530,165780.05434465513
1531,82426.71829124121
1532,101558.37393535525
1533,123499.24183463847
1534,110002.60030341303
1535,153968.66623074602
1536,103936.38510616122
1537,84352.00377780704
1538,181815.1915575599
1539,193269.20882802695
1540,113232.11350725181
1541,140018.71079550267
1542,125145.95010633575
1543,206564.45829897636
1544,77215.2276418452
1545,88616.04807416396
1546,126640.57859136674
1547,128710.92631663353
1548,126187.07947441078
1549,112784.97306129734
1550,129706.27861730923
1551,106551.557753773
1552,118037.0526459253
1553,168470.49047462895
1554,93546.96571793032
1555,188108.24388555362
1556,93781.96269869707
1557,110262.20051778833
1558,96584.03276279617
1559,98436.9578605973
1560,137522.8236066731
1561,137971.026732137
1562,106079.09347623857
1563,116541.50476080853
1564,114907.42976512239
1565,164425.98192371006
1566,185690.78251853722
1567,93519.0313047214
1568,224110.3507904906
1569,148120.50949529617
1570,150002.44016857722
1571,129295.45913344005
1572,146658.21776803499
1573,195066.57535367718
1574,118889.2406156672
1575,173852.62773485415
1576,240806.2341079736
1577,147964.57090901255
1578,171039.8091240138
1579,156870.88385406925
1580,179681.95111227097
1581,164123.88873924952
1582,118700.92460606278
1583,267928.17168934323
1584,208982.38739536927
1585,129601.1902342883
1586,82032.48878673215
1587,109450.25935986123
1588,139194.17505962373
1589,129113.21117063091
1590,118854.15621627081
1591,90414.41144577658
1592,122277.77909166811
1593,129812.4087115854
1594,149158.09164032683
1595,110450.12627723534
1596,202406.24591744074
1597,203241.7714122188
1598,183967.8572046626
1599,149359.70300820598
1600,147253.05994017975
1601,71775.69225233
1602,103043.54305078638
1603,93810.98134113518
1604,205965.71006392475
1605,225471.08442299473
1606,162095.11639160558
1607,190106.59264775412
1608,159525.53252963512
1609,154469.86871597488
1610,147640.89580716818
1611,149651.9351804453
1612,139687.9655651314
1613,151747.16325234447
1614,117694.94898726835
1615,91812.84188885469
1616,75097.6787888247
1617,92274.52084904954
1618,120566.40635267645
1619,162561.33898271725
1620,186318.53726054053
1621,138235.66324685956
1622,130689.2760842154
1623,241873.01842214845
1624,203823.91069261715
1625,150683.42010976793
1626,142669.9892061576
1627,197166.49257437425
1628,250073.82321807116
1629,172783.20314074346
1630,288375.3823597163
1631,178050.72030668825
1632,197785.13234938597
1633,160557.32081044756
1634,175588.45786475856
1635,179277.52568546034
1636,161665.94173726073
1637,193737.65303879156
1638,198877.151830432
1639,184145.36379489422
1640,250920.12795224303
1641,192133.72417963727
1642,185962.22947342735
1643,198095.7797592799
1644,204914.4327778361
1645,185747.68064693655
1646,145832.2799578138
1647,158355.97547717104
1648,133944.94306801358
1649,127825.10440044984
1650,119954.40908212522
1651,125826.01230553389
1652,89703.55338233989
1653,101319.23453685663
1654,147813.6744561846
1655,128076.66746545146
1656,138356.8359830123
1657,148740.7536089723
1658,130799.35585069585
1659,122537.02990506886
1660,154195.2240360035
1661,362162.0436672295
1662,380633.4921012509
1663,314277.71282409766
1664,366017.1223869541
1665,253044.42183237354
1666,255150.8688955754
1667,314211.5954943907
1668,258283.19686709953
1669,246924.13850998366
1670,297305.3496993936
1671,234291.04525168144
1672,408913.7415750332
1673,279330.93246998807
1674,191932.5346978395
1675,148064.0447677618
1676,160084.87373072913
1677,175383.35969781454
1678,395098.66371586866
1679,280616.74425368017
1680,244388.43787252653
1681,169964.22760903946
1682,234376.3125780545
1683,135302.20163275552
1684,168022.27540599072
1685,173450.05307543112
1686,148416.85576490857
1687,155725.19528041861
1688,164555.9617993476
1689,173642.2851354332
1690,169960.7003407166
1691,162033.74903547237
1692,242876.38860161183
1693,150787.47555548925
1694,182652.24775474638
1695,153531.67026570224
1696,272820.42587359453
1697,158459.61671687878
1698,358415.98553801695
1699,286316.6886680648
1700,209248.7530167422
1701,241195.59056045255
1702,206971.59045523716
1703,189917.06735188878
1704,228441.9511225614
1705,179986.50297732948
1706,398314.1920513047
1707,157058.4049377226
1708,167498.9416734961
1709,279736.16369503114
1710,165779.2837725679
1711,234897.76122528233
1712,217156.36030103918
1713,210428.76309083015
1714,187132.77394860945
1715,183083.7829368048
1716,155229.9248277027
1717,149049.25054835872
1718,131861.29565701456
1719,185956.6520142657
1720,191204.47395541472
1721,164139.99895130162
1722,144353.7619394042
1723,164034.00912930546
1724,147574.87958823907
1725,216852.64435578973
1726,183007.0105199637
1727,120299.41041723892
1728,170435.18147433922
1729,156759.63562141944
1730,174276.3058706618
1731,117160.7184193078
1732,122510.51368449855
1733,130653.08782316327
1734,132264.6829241042
1735,125895.08729367318
1736,115386.75208635224
1737,323327.24156572385
1738,183111.50100208502
1739,232340.31572109344
1740,216764.3049236527
1741,167171.92002294442
1742,169917.090231242
1743,157018.5790547336
1744,275024.0953373534
1745,192941.3101160414
1746,196174.82598464988
1747,201772.65218306406
1748,240222.20894177165
1749,146421.26806931535
1750,133526.6987148125
1751,229051.84585069786
1752,118266.92575104038
1753,148269.33312922006
1754,205957.72576099247
1755,166741.11557521467
1756,146983.09074619884
1757,124102.04747510792
1758,130590.06805318118
1759,177366.00875234834
1760,158399.02341466345
1761,157590.02200346283
1762,163711.63400504176
1763,188172.643626183
1764,112040.13314043147
1765,156322.4017997301
1766,172612.45671367802
1767,194235.19866930877
1768,144386.20431044782
1769,164107.6671005308
1770,138223.31666812554
1771,135700.82197256057
1772,134769.49217291735
1773,147745.4519268069
1774,152747.10527795186
1775,129480.12773452101
1776,151004.18795639236
1777,122407.24389873045
1778,127938.2645244961
1779,114373.01200104402
1780,174572.6127654392
1781,132146.9883279811
1782,96029.88395837914
1783,141946.8377695948
1784,122109.3326855528
1785,137181.46082357003
1786,141098.39626914373
1787,129746.8982843342
1788,71159.49201354585
1789,122190.62971100079
1790,106073.9609088341
1791,207037.47940423383
1792,148954.80668072958
1793,145385.40060525323
1794,139411.1391969369
1795,134466.11931249013
1796,132562.16865476352
1797,135180.0385958197
1798,123237.59302415539
1799,110072.60467305308
1800,124635.98637118067
1801,149633.57693309314
1802,162831.567332495
1803,151126.23524593335
1804,120126.26721276419
1805,126966.02236639772
1806,104660.38709415312
1807,130006.16094527383
1808,166575.00684308566
1809,125882.7480086629
1810,143971.35178611058
1811,111457.72318176487
1812,98035.54142435461
1813,113385.59882652314
1814,87681.84871246852
1815,62562.80520565792
1816,103778.05734903764
1817,113545.92081927552
1818,148976.07825192148
1819,92889.64503626709
1820,88281.52630399687
1821,86473.56675808514
1822,137867.0252190933
1823,91119.33590155537
1824,130179.54815461913
1825,127305.47614604587
1826,81350.12430983096
1827,94541.94646227264
1828,134213.81245807357
1829,100191.82169325871
1830,142299.56408659054
1831,162281.00373989812
1832,109089.79397214441
1833,124614.50034974638
1834,106509.05061123728
1835,138616.92892722046
1836,115970.1753596776
1837,91720.44269735647
1838,108303.47576600002
1839,89979.7298352751
1840,195141.54957960537
1841,141030.23313351336
1842,75730.4245010519
1843,147952.10010321622
1844,129902.47592851435
1845,171647.69274397037
1846,170758.92725573544
1847,168342.38712792125
1848,67217.6515923956
1849,150459.47063048667
1850,113746.74727203812
1851,165833.72978878714
1852,125885.3626425487
1853,124683.35909563175
1854,159759.6020665078
1855,151581.03237989708
1856,205389.05287508565
1857,170282.35189699312
1858,139176.19187333508
1859,132696.27811192995
1860,138672.26002527965
1861,132696.27811192995
1862,308413.1426902905
1863,292609.29875150346
1864,292609.29875150346
1865,239260.46884667236
1866,262980.6059225975
1867,184135.35169189904
1868,245638.05394194115
1869,158810.14097658207
1870,203394.42399710184
1871,195632.29018674727
1872,185283.12347543004
1873,189707.22559581403
1874,137929.11645080545
1875,182880.22919422912
1876,187683.56282287746
1877,178763.6574433675
1878,179026.13505078398
1879,138813.35710726393
1880,125448.65607309034
1881,193699.3829302609
1882,220863.2351395747
1883,167434.75091875088
1884,182183.85275888653
1885,239321.84797867274
1886,259646.00452341358
1887,178043.35741694566
1888,203602.53222271692
1889,169956.03280684215
1890,132527.26762904902
1891,123673.7358933191
1892,102955.81544907592
1893,133462.88194043547
1894,160697.8707423371
1895,163976.68659667694
1896,131321.59421818508
1897,128675.17317606625
1898,117760.13302674124
1899,139478.37762205332
1900,154436.1592821034
1901,184608.10423784962
1902,165246.62526188872
1903,203630.03591926338
1904,136008.50674877997
1905,199409.04423500257
1906,190397.03050897145
1907,203745.6343038969
1908,115908.14546110059
1909,137050.8867122471
1910,123145.26836221502
1911,214729.61198204837
1912,268541.66718474496
1913,166744.99111181867
1914,110371.32186652963
1915,224114.33452364057
1916,130201.4164986871
1917,253559.7913439035
1918,134853.7394787706
1919,155941.78944505585
1920,151666.37567821343
1921,347513.35211457417
1922,265128.57207632554
1923,203775.17098908246
1924,180385.6895480191
1925,192527.98219376575
1926,313523.8206780017
1927,145808.01058754596
1928,185292.05559011124
1929,129755.18576984675
1930,138844.1474214959
1931,146552.2122746961
1932,145415.8242349638
1933,169916.2388711665
1934,187235.7369768116
1935,177694.74744613582
1936,186214.01314885463
1937,211034.96312238224
1938,179545.03738693625
1939,184464.06882225448
1940,161627.23357944374
1941,194502.26205744196
1942,195341.51481615112
1943,154884.1099239225
1944,304348.2061910491
1945,300362.10246342747
1946,162755.63842576643
1947,234711.1834206889
1948,174638.76430886082
1949,206872.50392229974
1950,156890.9316699437
1951,251952.5063252392
1952,212574.4490432657
1953,183383.1656700568
1954,195287.1786210502
1955,137349.34040978545
1956,273916.1195354012
1957,143062.6739698096
1958,302561.3704576968
1959,148532.43694104542
1960,110333.07629947347
1961,113337.29470133898
1962,104010.36877940483
1963,119088.89378775522
1964,112885.99963739766
1965,139045.88951227363
1966,111429.47668899053
1967,216982.35335132966
1968,320991.68913957156
1969,302004.265622898
